Date,IR64_I,IR64_II,IR64_III
2018-01-01,11800,11100,7800
2018-01-02,11850,11300,8400
2018-01-03,11950,11350,8400
2018-01-04,11975,11400,8400
2018-01-05,12050,11450,8800
2018-01-06,12050,11450,8800
2018-01-07,12050,11450,8800
2018-01-08,12300,11675,8800
2018-01-09,12350,11750,8900
2018-01-10,12450,11800,8900
2018-01-11,12475,11800,8900
2018-01-12,12475,11825,8900
2018-01-13,12475,11825,8900
2018-01-14,12475,11825,8900
2018-01-15,12475,11875,8900
2018-01-16,12575,11950,8900
2018-01-17,12600,11975,8900
2018-01-18,12650,11975,8900
2018-01-19,12650,11975,8900
2018-01-20,12650,11975,8900
2018-01-21,12650,11975,8900
2018-01-22,12650,12000,8900
2018-01-23,12650,12050,8900
2018-01-24,12650,12050,8900
2018-01-25,12650,12075,8900
2018-01-26,12650,12075,8900
2018-01-27,12475,11775,8650
2018-01-28,12475,11775,8650
2018-01-29,12225,11575,8525
2018-01-30,12225,11575,8525
2018-01-31,12200,11500,8525
2018-02-01,12200,11500,8525
2018-02-02,12100,11500,8500
2018-02-03,12050,11450,8500
2018-02-04,12050,11450,8500
2018-02-05,12050,11325,8500
2018-02-06,12100,11525,8500
2018-02-07,12275,11650,8500
2018-02-08,12325,11725,8500
2018-02-09,12325,11775,8500
2018-02-10,12325,11775,8500
2018-02-11,12325,11775,8500
2018-02-12,12200,11675,8500
2018-02-13,12200,11675,8500
2018-02-14,12200,11600,8500
2018-02-15,12125,11600,8500
2018-02-16,12125,11600,8500
2018-02-17,12125,11600,8500
2018-02-18,12125,11600,8500
2018-02-19,11875,11150,8500
2018-02-20,11850,11100,8500
2018-02-21,11850,11025,8500
2018-02-22,11725,10800,8500
2018-02-23,11675,10725,8500
2018-02-24,11675,10725,8500
2018-02-25,11675,10725,8500
2018-02-26,11550,10450,8500
2018-02-27,11525,10450,8500
2018-02-28,11525,10400,8500
2018-03-01,11475,10625,8500
2018-03-02,11525,10525,8500
2018-03-03,11525,10525,8500
2018-03-04,11525,10525,8500
2018-03-05,11425,10475,8500
2018-03-06,11375,10300,8775
2018-03-07,11300,10250,8800
2018-03-08,11350,10300,8900
2018-03-09,11575,10300,9000
2018-03-10,11575,10300,9000
2018-03-11,11575,10300,9000
2018-03-12,11450,10325,9150
2018-03-13,11450,10425,9175
2018-03-14,11325,10400,9175
2018-03-15,11425,10400,9225
2018-03-16,11250,10175,9275
2018-03-17,11250,10175,9275
2018-03-18,11250,10175,9275
2018-03-19,11500,10325,9225
2018-03-20,11425,10325,9225
2018-03-21,11275,10300,9275
2018-03-22,11325,10425,9275
2018-03-23,11225,10425,9275
2018-03-24,11225,10425,9275
2018-03-25,11225,10425,9275
2018-03-26,11250,10375,9325
2018-03-27,11050,10225,9150
2018-03-28,10900,10025,9025
2018-03-29,10750,9800,8850
2018-03-30,10750,9800,8850
2018-03-31,10750,9800,8850
2018-04-01,10750,9800,8850
2018-04-02,10825,9850,8725
2018-04-03,10825,9525,8575
2018-04-04,10500,9450,8525
2018-04-05,10500,9500,8550
2018-04-06,10475,9450,8500
2018-04-07,10475,9450,8500
2018-04-08,10475,9450,8500
2018-04-09,10525,9525,8600
2018-04-10,10525,9425,8550
2018-04-11,10325,9375,8500
2018-04-12,10525,9475,8475
2018-04-13,10350,9425,8550
2018-04-14,10350,9425,8550
2018-04-15,10350,9425,8550
2018-04-16,10500,9600,8575
2018-04-17,10425,9500,8475
2018-04-18,10525,9500,8475
2018-04-19,10450,9575,8500
2018-04-20,10450,9500,8425
2018-04-21,10450,9500,8425
2018-04-22,10450,9500,8425
2018-04-23,10525,9650,8400
2018-04-24,10600,9575,8475
2018-04-25,10700,9675,8500
2018-04-26,10725,9775,8550
2018-04-27,10725,9775,8550
2018-04-28,10725,9775,8550
2018-04-29,10725,9775,8550
2018-04-30,10650,9800,8725
2018-05-01,10650,9800,8725
2018-05-02,10625,9875,8725
2018-05-03,10800,9850,8700
2018-05-04,10550,9725,8775
2018-05-05,10550,9725,8775
2018-05-06,10550,9725,8775
2018-05-07,10525,9525,8525
2018-05-08,10550,9575,8525
2018-05-09,10625,9600,8600
2018-05-10,10625,9600,8600
2018-05-11,10675,9600,8600
2018-05-12,10675,9600,8600
2018-05-13,10675,9600,8600
2018-05-14,10650,9550,8575
2018-05-15,10650,9425,8575
2018-05-16,10600,9575,8725
2018-05-17,10650,9625,8750
2018-05-18,10625,9600,8725
2018-05-19,10625,9600,8725
2018-05-20,10625,9600,8725
2018-05-21,10600,9725,8800
2018-05-22,10500,9600,8750
2018-05-23,10550,9600,8750
2018-05-24,10600,9700,8750
2018-05-25,10550,9675,8700
2018-05-26,10550,9675,8700
2018-05-27,10550,9675,8700
2018-05-28,10425,9525,8625
2018-05-29,10425,9525,8625
2018-05-30,10475,9525,8650
2018-05-31,10500,9400,8425
2018-06-01,10500,9400,8425
2018-06-02,10500,9400,8425
2018-06-03,10500,9400,8425
2018-06-04,10425,9500,8375
2018-06-05,10275,9400,8450
2018-06-06,10250,9375,8400
2018-06-07,10275,9375,8400
2018-06-08,10300,9450,8450
2018-06-09,10300,9450,8450
2018-06-10,10300,9450,8450
2018-06-11,10300,9450,8450
2018-06-12,10300,9450,8450
2018-06-13,10300,9450,8450
2018-06-14,10300,9450,8450
2018-06-15,10300,9450,8450
2018-06-16,10300,9450,8450
2018-06-17,10300,9450,8450
2018-06-18,10300,9450,8450
2018-06-19,10300,9450,8450
2018-06-20,10300,9450,8450
2018-06-21,10275,9400,8450
2018-06-22,10275,9375,8400
2018-06-23,10275,9375,8400
2018-06-24,10275,9375,8400
2018-06-25,10175,9325,8350
2018-06-26,10325,9500,8350
2018-06-27,10325,9500,8350
2018-06-28,10350,9400,8375
2018-06-29,10350,9350,8300
2018-06-30,10350,9350,8300
2018-07-01,10350,9350,8300
2018-07-02,10200,9400,8300
2018-07-03,10150,9325,8250
2018-07-04,10150,9325,8250
2018-07-05,10150,9400,8275
2018-07-06,10150,9300,8225
2018-07-07,10150,9300,8225
2018-07-08,10150,9300,8225
2018-07-09,10200,9325,8225
2018-07-10,10200,9150,8250
2018-07-11,10150,9150,8300
2018-07-12,10050,9050,8350
2018-07-13,10000,9025,8275
2018-07-14,10000,9025,8275
2018-07-15,10000,9025,8275
2018-07-16,10075,9025,8325
2018-07-17,10125,9125,8400
2018-07-18,10050,9025,8350
2018-07-19,10075,9175,8400
2018-07-20,10025,9175,8400
2018-07-21,10025,9175,8400
2018-07-22,10025,9175,8400
2018-07-23,10050,9200,8450
2018-07-24,10200,9250,8400
2018-07-25,10075,9175,8350
2018-07-26,10100,9200,8400
2018-07-27,10000,9100,8375
2018-07-28,10000,9100,8375
2018-07-29,10000,9100,8375
2018-07-30,10125,9200,8425
2018-07-31,10000,9275,8425
2018-08-01,10100,9375,8525
2018-08-02,10100,9225,8475
2018-08-03,10125,9325,8475
2018-08-04,10125,9325,8475
2018-08-05,10125,9325,8475
2018-08-06,10250,9500,8475
2018-08-07,10275,9550,8575
2018-08-08,10350,9575,8600
2018-08-09,10400,9625,8700
2018-08-10,10350,9650,8700
2018-08-11,10350,9650,8700
2018-08-12,10350,9650,8700
2018-08-13,10450,9650,8700
2018-08-14,10400,9600,8725
2018-08-15,10400,9525,8700
2018-08-16,10375,9450,8700
2018-08-17,10375,9450,8700
2018-08-18,10375,9450,8700
2018-08-19,10375,9450,8700
2018-08-20,10275,9575,8875
2018-08-21,10275,9600,8925
2018-08-22,10275,9600,8925
2018-08-23,10275,9525,8950
2018-08-24,10325,9550,8900
2018-08-25,10325,9550,8900
2018-08-26,10325,9550,8900
2018-08-27,10375,9625,8800
2018-08-28,10425,9700,8800
2018-08-29,10425,9775,8900
2018-08-30,10425,9775,8900
2018-08-31,10425,9600,8850
2018-09-01,10425,9600,8850
2018-09-02,10425,9600,8850
2018-09-03,10325,9650,8800
2018-09-04,10375,9625,8800
2018-09-05,10500,9600,8800
2018-09-06,10375,9550,8875
2018-09-07,10350,9550,8775
2018-09-08,10350,9550,8775
2018-09-09,10350,9550,8775
2018-09-10,10250,9475,8675
2018-09-11,10250,9475,8675
2018-09-12,10300,9650,8775
2018-09-13,10275,9575,8775
2018-09-14,10375,9625,8825
2018-09-15,10375,9625,8825
2018-09-16,10375,9625,8825
2018-09-17,10325,9550,8750
2018-09-18,10325,9475,8700
2018-09-19,10300,9550,8750
2018-09-20,10300,9525,8725
2018-09-21,10300,9500,8675
2018-09-22,10300,9500,8675
2018-09-23,10300,9500,8675
2018-09-24,10325,9600,8850
2018-09-25,10350,9625,8800
2018-09-26,10400,9600,8750
2018-09-27,10375,9675,8750
2018-09-28,10325,9650,8750
2018-09-29,10325,9650,8750
2018-09-30,10325,9650,8750
2018-10-01,10275,9600,8800
2018-10-02,10375,9625,8850
2018-10-03,10375,9625,8850
2018-10-04,10325,9550,8800
2018-10-05,10325,9575,8850
2018-10-06,10325,9575,8850
2018-10-07,10325,9575,8850
2018-10-08,10275,9550,8850
2018-10-09,10275,9625,8850
2018-10-10,10325,9625,8875
2018-10-11,10350,9625,8800
2018-10-12,10350,9625,8825
2018-10-13,10350,9625,8825
2018-10-14,10350,9625,8825
2018-10-15,10350,9625,8850
2018-10-16,10350,9575,8850
2018-10-17,10350,9650,8875
2018-10-18,10300,9625,8875
2018-10-19,10300,9625,8900
2018-10-20,10300,9625,8900
2018-10-21,10300,9625,8900
2018-10-22,10325,9575,8900
2018-10-23,10325,9675,8900
2018-10-24,10375,9800,8900
2018-10-25,10375,9800,8925
2018-10-26,10425,9875,8975
2018-10-27,10425,9875,9000
2018-10-28,10425,9875,9000
2018-10-29,10475,9925,9000
2018-10-30,10500,9975,9000
2018-10-31,10500,9975,9025
2018-11-01,10450,9850,9075
2018-11-02,10450,9875,9075
2018-11-03,10450,9875,9075
2018-11-04,10450,9875,9075
2018-11-05,10450,9875,9100
2018-11-06,10475,9900,9150
2018-11-07,10500,9900,9150
2018-11-08,10525,9900,9150
2018-11-09,10525,9925,9175
2018-11-10,10525,9925,9175
2018-11-11,10525,9925,9175
2018-11-12,10550,9925,9200
2018-11-13,10550,9925,9200
2018-11-14,10550,9925,9225
2018-11-15,10550,9925,9225
2018-11-16,10550,9925,9225
2018-11-17,10550,9925,9225
2018-11-18,10550,9925,9225
2018-11-19,10550,9925,9225
2018-11-20,10550,9925,9225
2018-11-21,10550,9925,9225
2018-11-22,10550,9925,9225
2018-11-23,10550,9850,9050
2018-11-24,10550,9850,9050
2018-11-25,10550,9850,9050
2018-11-26,10550,9850,9050
2018-11-27,10550,9850,8900
2018-11-28,10550,9850,8750
2018-11-29,10550,9850,8750
2018-11-30,10550,9825,8750
2018-12-01,10550,9825,8750
2018-12-02,10550,9825,8750
2018-12-03,10550,9825,8500
2018-12-04,10550,9825,8500
2018-12-05,10550,9850,8500
2018-12-06,10550,9875,8500
2018-12-07,10550,9900,8500
2018-12-08,10550,9900,8500
2018-12-09,10550,9900,8500
2018-12-10,10550,9925,8500
2018-12-11,10550,9925,8500
2018-12-12,10550,9925,8500
2018-12-13,10600,9975,8500
2018-12-14,10600,9975,8500
2018-12-15,10600,9975,8500
2018-12-16,10600,9975,8500
2018-12-17,10600,10025,8500
2018-12-18,10600,10025,8500
2018-12-19,10600,10025,8500
2018-12-20,10625,10025,8500
2018-12-21,10650,10075,8500
2018-12-22,10650,10075,8500
2018-12-23,10650,10075,8500
2018-12-24,10650,10075,8500
2018-12-25,10650,10075,8500
2018-12-26,10700,10125,8500
2018-12-27,10750,10150,8500
2018-12-28,10800,10200,8500
2018-12-29,10800,10200,8500
2018-12-30,10800,10200,8500
2018-12-31,10800,10200,8500
2019-01-01,10800,10200,8500
2019-01-02,10875,10300,8500
2019-01-03,10950,10350,8500
2019-01-04,11000,10400,8500
2019-01-05,11000,10400,8500
2019-01-06,11000,10400,8500
2019-01-07,11050,10450,8500
2019-01-08,11125,10500,8500
2019-01-09,11175,10550,8500
2019-01-10,11175,10550,8500
2019-01-11,11125,10525,8500
2019-01-12,11125,10525,8500
2019-01-13,11125,10525,8500
2019-01-14,11100,10500,8500
2019-01-15,11075,10450,8500
2019-01-16,11050,10400,8500
2019-01-17,11050,10400,8500
2019-01-18,11050,10400,8500
2019-01-19,11050,10400,8500
2019-01-20,11050,10400,8500
2019-01-21,11050,10400,8500
2019-01-22,11000,10350,8500
2019-01-23,11025,10350,8500
2019-01-24,11025,10350,8500
2019-01-25,11025,10325,8500
2019-01-26,11025,10325,8500
2019-01-27,11025,10325,8500
2019-01-28,11000,10275,8500
2019-01-29,11000,10275,8500
2019-01-30,11000,10300,8500
2019-01-31,11000,10300,8500
2019-02-01,11000,10300,8500
2019-02-02,11000,10300,8500
2019-02-03,11000,10300,8500
2019-02-04,11000,10300,8500
2019-02-05,11000,10300,8500
2019-02-06,11000,10275,8500
2019-02-07,10975,10250,8500
2019-02-08,10950,10225,8500
2019-02-09,10950,10225,8500
2019-02-10,10950,10225,8500
2019-02-11,10950,10225,8500
2019-02-12,10925,10200,8500
2019-02-13,10900,10150,8500
2019-02-14,10900,10125,8500
2019-02-15,10875,10125,8500
2019-02-16,10875,10125,8500
2019-02-17,10875,10125,8500
2019-02-18,10850,10100,8500
2019-02-19,10825,10075,8500
2019-02-20,10825,10075,8500
2019-02-21,10825,10050,8500
2019-02-22,10825,10075,8500
2019-02-23,10825,10075,8500
2019-02-24,10800,10075,8500
2019-02-25,10775,10050,8500
2019-02-26,10775,10050,8500
2019-02-27,10775,10050,8500
2019-02-28,10800,10075,8500
2019-03-01,10800,10100,8500
2019-03-02,10800,10100,8500
2019-03-03,10800,10100,8500
2019-03-04,10800,10075,8500
2019-03-05,10775,10075,8500
2019-03-06,10775,10075,8500
2019-03-07,10775,10075,8500
2019-03-08,10750,10050,8500
2019-03-09,10750,10050,8500
2019-03-10,10750,10050,8500
2019-03-11,10725,10050,8500
2019-03-12,10725,10025,8500
2019-03-13,10700,10025,8500
2019-03-14,10675,10000,8500
2019-03-15,10650,9975,8500
2019-03-16,10650,9975,8500
2019-03-17,10650,9975,8500
2019-03-18,10650,9975,8500
2019-03-19,10650,9950,8500
2019-03-20,10625,9925,8500
2019-03-21,10600,9900,8500
2019-03-22,10575,9875,8500
2019-03-23,10575,9875,8500
2019-03-24,10575,9875,8500
2019-03-25,10550,9850,8500
2019-03-26,10550,9825,8500
2019-03-27,10550,9825,8500
2019-03-28,10550,9800,8500
2019-03-29,10525,9775,8500
2019-03-30,10525,9775,8500
2019-03-31,10525,9775,8500
2019-04-01,10500,9750,8525
2019-04-02,10500,9725,8525
2019-04-03,10500,9725,8525
2019-04-04,10500,9725,8550
2019-04-05,10500,9725,8575
2019-04-06,10500,9725,8575
2019-04-07,10500,9725,8575
2019-04-08,10475,9725,8600
2019-04-09,10475,9675,8625
2019-04-10,10450,9675,8625
2019-04-11,10450,9650,8625
2019-04-12,10450,9650,8625
2019-04-13,10450,9650,8625
2019-04-14,10450,9650,8625
2019-04-15,10425,9625,8625
2019-04-16,10400,9625,8625
2019-04-17,10400,9625,8625
2019-04-18,10400,9600,8625
2019-04-19,10400,9600,8625
2019-04-20,10400,9600,8625
2019-04-21,10400,9600,8625
2019-04-22,10400,9600,8625
2019-04-23,10375,9600,8625
2019-04-24,10375,9600,8625
2019-04-25,10375,9575,8625
2019-04-26,10350,9575,8625
2019-04-27,10350,9575,8625
2019-04-28,10350,9575,8625
2019-04-29,10375,9600,8650
2019-04-30,10400,9600,8650
2019-05-01,10400,9600,8650
2019-05-02,10425,9625,8650
2019-05-03,10450,9650,8650
2019-05-04,10450,9650,8650
2019-05-05,10450,9650,8650
2019-05-06,10450,9650,8650
2019-05-07,10450,9675,8625
2019-05-08,10475,9675,8625
2019-05-09,10500,9675,8650
2019-05-10,10500,9675,8675
2019-05-11,10500,9675,8675
2019-05-12,10500,9675,8675
2019-05-13,10500,9700,8675
2019-05-14,10550,9700,8675
2019-05-15,10525,9700,8675
2019-05-16,10525,9675,8675
2019-05-17,10550,9675,8675
2019-05-18,10550,9675,8675
2019-05-19,10550,9675,8675
2019-05-20,10550,9675,8675
2019-05-21,10550,9700,8675
2019-05-22,10525,9700,8675
2019-05-23,10550,9725,8675
2019-05-24,10550,9700,8675
2019-05-25,10550,9700,8675
2019-05-26,10550,9700,8675
2019-05-27,10575,9700,8650
2019-05-28,10550,9700,8650
2019-05-29,10550,9700,8650
2019-05-30,10550,9700,8650
2019-05-31,10550,9700,8650
2019-06-01,10550,9700,8650
2019-06-02,10550,9700,8650
2019-06-03,10550,9700,8650
2019-06-04,10550,9700,8650
2019-06-05,10550,9700,8650
2019-06-06,10550,9700,8650
2019-06-07,10550,9700,8650
2019-06-08,10550,9700,8650
2019-06-09,10550,9700,8650
2019-06-10,10550,9700,8650
2019-06-11,10550,9700,8650
2019-06-12,10575,9700,8650
2019-06-13,10575,9700,8650
2019-06-14,10575,9700,8650
2019-06-15,10575,9700,8650
2019-06-16,10575,9700,8650
2019-06-17,10550,9700,8625
2019-06-18,10525,9700,8650
2019-06-19,10525,9675,8650
2019-06-20,10525,9675,8625
2019-06-21,10525,9675,8625
2019-06-22,10525,9675,8625
2019-06-23,10525,9675,8625
2019-06-24,10525,9675,8600
2019-06-25,10500,9675,8600
2019-06-26,10500,9675,8600
2019-06-27,10475,9675,8600
2019-06-28,10475,9675,8600
2019-06-29,10475,9675,8600
2019-06-30,10475,9675,8600
2019-07-01,10475,9675,8600
2019-07-02,10475,9675,8625
2019-07-03,10475,9675,8600
2019-07-04,10475,9675,8600
2019-07-05,10475,9675,8600
2019-07-06,10475,9675,8600
2019-07-07,10475,9675,8600
2019-07-08,10475,9675,8600
2019-07-09,10475,9675,8600
2019-07-10,10475,9650,8575
2019-07-11,10475,9650,8600
2019-07-12,10475,9650,8600
2019-07-13,10475,9650,8600
2019-07-14,10475,9650,8600
2019-07-15,10475,9650,8625
2019-07-16,10475,9675,8625
2019-07-17,10500,9675,8625
2019-07-18,10525,9675,8650
2019-07-19,10525,9700,8650
2019-07-20,10525,9700,8650
2019-07-21,10525,9700,8650
2019-07-22,10525,9700,8625
2019-07-23,10525,9725,8650
2019-07-24,10525,9725,8650
2019-07-25,10525,9725,8675
2019-07-26,10550,9725,8675
2019-07-27,10550,9725,8675
2019-07-28,10550,9725,8675
2019-07-29,10525,9725,8650
2019-07-30,10525,9725,8650
2019-07-31,10525,9725,8675
2019-08-01,10525,9725,8675
2019-08-02,10550,9725,8700
2019-08-03,10550,9725,8700
2019-08-04,10550,9725,8700
2019-08-05,10550,9725,8700
2019-08-06,10550,9725,8700
2019-08-07,10550,9725,8700
2019-08-08,10550,9725,8700
2019-08-09,10550,9725,8725
2019-08-10,10550,9725,8725
2019-08-11,10550,9725,8725
2019-08-12,10550,9725,8750
2019-08-13,10575,9725,8750
2019-08-14,10575,9750,8775
2019-08-15,10575,9750,8775
2019-08-16,10575,9750,8800
2019-08-17,10575,9750,8800
2019-08-18,10575,9750,8800
2019-08-19,10575,9750,8800
2019-08-20,10575,9750,8800
2019-08-21,10600,9775,8825
2019-08-22,10575,9750,8825
2019-08-23,10575,9750,8825
2019-08-24,10575,9750,8825
2019-08-25,10575,9750,8825
2019-08-26,10600,9775,8850
2019-08-27,10575,9775,8825
2019-08-28,10575,9775,8825
2019-08-29,10575,9775,8825
